id,tipo_vivienda,calle,zona,ciudad,precio,num_habitaciones,superficie_m2,garaje,descripcion,url
107346813,Casa o chalet independiente,"Calle Eibar, s/n",El Plantío,Madrid,9.000.000€,9,1.674,False,"La Florida, increíbles VISTAS a EL PARDO. Dentro de calle PRIVADA con garita de seguridad. Gran proyecto de arquitectura con las 1º calidades del mercado. 28 placas solares SPA Paddle Suelo radiante Ascensor Fachada de piedra caliza Madera de Iroco Gran altura de techos La propiedad está distribuida de la siguiente manera: Planta de acceso: Gran hall con gran altura de techos. Gran salón en 2 ambientes con chimenea y salida al jardín. Comedor con doble altura de techos y salida al jardín. Cocina perfectamente equipada, con comedor de diario",https://www.idealista.com/inmueble/107346813/
108893922,Piso,Calle del Doctor Esquerdo,Adelfas,Madrid,1.090.000€,4,140,True,"CONTACTAR CON EXTENSIÓN Nº3 Se vende magnífica vivienda situada en la zona de Conde de Casal, dentro del distrito de Retiro. Ubicado en una urbanización privada con excelentes servicios. Este piso ofrece comodidad, amplitud y seguridad para toda la familia. La vivienda tiene 4 dormitorios amplios, dos baños completos (uno de ellos en suite), una gran terraza, trastero y plaza de garaje con acceso directo incluida en el precio y todo lo necesario para disfrutar del día a día con la máxima calidad de vida. La última reforma se realizó en el añ",https://www.idealista.com/inmueble/108893922/
106932820,Piso,Calle de la Fuente del Berro,Goya,Madrid,1.520.000€,3,155,False,"Maravillosa propiedad reformada con terrazas en cada estancia en la zona de Goya. Engel & Völkers, inmobiliaria de lujo, tiene el placer de presentarles este precioso piso de 140 m2, recién reformado en la zona de Goya, con la increíble particularidad de poseer 5 terrazas, dos de ellas en la zona social y otras tres en cada una de las habitaciones en las que se distribuye la vivienda, dotándole además de una magnífica luminosidad! Cuando accedemos a esta propiedad con encontramos con una amplio salón comedor con cocina integrada, equipada con e",https://www.idealista.com/inmueble/106932820/
107720088,Piso,Calle del Príncipe de Vergara,Castellana,Madrid,1.990.000€,3,148,False,"DIZA consultores presenta vivienda reformada que destaca por su diseño elegante, su amplitud y la gran cantidad de luz natural que recibe. Su distribución ha sido cuidadosamente diseñada para ofrecer el máximo confort y funcionalidad. Al acceder a la vivienda, nos encontramos con un espacio diáfano y acogedor que integra la zona social. La cocina, completamente equipada y con una moderna península, se fusiona con el comedor y el salón, creando un ambiente perfecto para el día a día y para el entretenimiento. Además, en la entrada se dispone un",https://www.idealista.com/inmueble/107720088/
107918238,Piso,Paseo de las Acacias,Acacias,Madrid,940.000€,4,141,False,"Descubre esta impresionante vivienda en altura situada en el exclusivo barrio de Acacias, en el distrito de Arganzuela, Madrid. Este piso de lujo, con vistas a Madrid Río, se encuentra en una excelente finca con portero, ofreciendo una experiencia de vida sofisticada y cómoda. La propiedad, construida en 1986, cuenta con una superficie total de 141 metros cuadrados y está distribuida en cuatro amplios dormitorios, dos baños completos y un salón independiente que invita a disfrutar de momentos de relax y convivencia. La luminosidad y el sol que",https://www.idealista.com/inmueble/107918238/
107873687,Piso,Calle de Goya,Goya,Madrid,2.850.000€,3,280,False,"Exclusiva vivienda en el prestigioso Barrio de Salamanca, en la emblemática Calle de Goya. Con una superficie de 280 m², la zona principal dispone de un amplio y luminoso salón-comedor de 90m2 orientado al sur, mas terraza privada de 15m2 aprox. La zona de descanso cuenta con tres master suite, con vestidores de gran tamaño. La cocina, de 33m2 mas área de office y zona de lavandería independiente. Uno de las master suite, es un apartamento con entrada independiente, aproximadamente de 40m2. Esta espectacular propiedad ha sido rehabilitada co",https://www.idealista.com/inmueble/107873687/
105521069,Piso,Calle de Noblejas,Palacio,Madrid,1.495.000€,3,164,False,"Exclusiva propiedad en el corazón del Madrid de los Austrias Engel & Völkers presenta esta exclusiva propiedad situada en el corazón del Madrid de los Austrias. A su excelente ubicación, en un edificio clásico de 1.834 con fachada de sillería íntegramente restaurado en 1.989, se suman el confort y la elegancia de su reforma integral de acabados de alta calidad. Traspasando el umbral nos encontramos con la espaciosa zona pública, dividida en cuatro ambientes diferenciados. En primer término, nos encontramos con la cocina abierta. De un blanco",https://www.idealista.com/inmueble/105521069/
107145320,Piso,Calle de José Ortega y Gasset,Castellana,Madrid,7.900.000€,4,473,False,"AMBASSADOR ofrece este piso vanguardista reformado en su totalidad con calidades de alta gama de 473 m2, situado en una de las calles más emblemáticas del barrio de Salamanca, José Ortega y Gasset, cerca de Castellana. Entramos a la casa a través de un gran hall distribuidor. Todas las estancias principales - salón, dos comedores y zona de estar con chimenea - están separadas por puertas correderas. Todas estas zonas son especialmente agradable por su luminosidad con orientación sur y sus 5 balcones a la calle. Tiene tres amplos dormitorios",https://www.idealista.com/inmueble/107145320/
96292622,Casa o chalet independiente,Calle del Valle de Toranzo,Valdemarín,Madrid,2.500.000€,11,761,False,"Excelente propiedad en ubicación inmejorable en Valdemarín. La propiedad consta de 3 viviendas en una fabulosa parcela llana y despejada, alejada de ruidos en Valdemarín. 3 viviendas unifamiliares con un total 761 m² en parcela de 2.517 m². Normativa 8.1. a La 1º vivienda se distribuye en salón independiente, cocina, 5 habitaciones y 5 cuartos de baño. La 2º vivienda cuenta con salón independiente, cocina, 3 habitaciones y 3 cuartos de baño. La 3º vivienda dispone de salón independiente, cocina, 2 habitaciones y 2 cuartos de baño. Pued",https://www.idealista.com/inmueble/96292622/
,,,,,,,,False,,
108721036,Piso,Calle de Valderribas,Pacífico,Madrid,770.000€,4,134,False,"Piso exterior en Pacífico, con terraza Engel & Völkers presenta este fantástico piso exterior ubicado en Pacífico, cerca del Parque del Retiro. Con 134 m2 construidos, la propiedad ofrece un gran potencial de reforma, permitiéndote crear el hogar de tus sueños. Ubicado en una 5ª planta, el inmueble cuenta con un amplio salón-comedor, ideal para reuniones familiares o momentos de relajación, y un recibidor que conecta los espacios de manera armoniosa. La cocina independiente con área de comedor destaca por su funcionalidad y acceso a una zona",https://www.idealista.com/inmueble/108721036/
107456787,Piso,Calle de Serrano,Castellana,Madrid,3.000.000€,2,191,False,"AMBASSADOR ofrece, en pleno corazón del barrio de Salamanca, una vivienda que goza de una privilegiada situación. La fachada de configuración tradicional madrileña, con acabado de revoco y bellos elementos de cerrajería en especial los del chaflán contrasta con la de la ampliación del edificio resuelta con cerámica terracota en fachada ventilada. En definitiva, este edificio de 1900 y reformado en 2008 brinda un concepto diferente de vivienda que cubre las necesidades más exigentes. Cuida cada detalle de manera impoluta, refleja estilo en cad",https://www.idealista.com/inmueble/107456787/
106611139,Piso,Calle del Carril de los Caleros,Aravaca,Madrid,1.335.000€,3,195,False,"Bonito piso con terraza en Aravaca Engel&Völkers presenta esta espectacular vivienda en segunda planta, con una impresionante terraza perimetral de más de 130 metros, uno de los mayores atractivos de la casa. Este generoso espacio exterior, que rodea la propiedad, le ofrece a los nuevos propietarios la posibilidad de personalizarla a su gusto. Con una distribución pensada para aprovechar al máximo cada metro cuadrado, la casa cuenta con 3 dormitorios: la habitación principal cuenta con un amplio vestidor y baño en suite, y dos habitaciones adic",https://www.idealista.com/inmueble/106611139/
108336058,Ático,Calle de Luis Mitjans,Adelfas,Madrid,760.000€,2,95,False,"Exclusivo ático con piscina y terraza en Retiro Bienvenido a un exclusivo ático en el corazón de Madrid, donde el lujo y la comodidad se encuentran en perfecta armonía. Con una superficie total de 95 metros cuadrados, este elegante hogar ofrece un espacio habitable de 73 metros cuadrados, cuidadosamente diseñado para brindar una experiencia de vida sofisticada. Construido en el año 2000 y mantenido en excelentes condiciones, este apartamento cuenta con dos amplios dormitorios y dos baños, lo que lo convierte en el refugio ideal para quienes bus",https://www.idealista.com/inmueble/108336058/
108635798,Piso,Calle de Santa Engracia,Trafalgar,Madrid,1.249.000€,2,108,False,"En el corazón del prestigioso barrio de Trafalgar, dentro del emblemático distrito de Chamberí, se encuentra esta joya inmobiliaria: un piso exclusivo de 108 m² que combina elegancia, diseño y una ubicación privilegiada. Este inmueble, ubicado en un edificio clásico, destaca por su luminosidad, gracias a su orientación este y a sus tres balcones que ofrecen vistas directas a la calle. Es el lugar perfecto para quienes buscan disfrutar de la vida urbana con estilo y comodidad. La vivienda dispone de un diseño impecable que incluye dos amplios d",https://www.idealista.com/inmueble/108635798/
108505570,Ático,Calle de Manuel González Longoria,Trafalgar,Madrid,2.050.000€,3,158,True,"Magnífico ático con garaje junto a Alonso Martínez Engel & Völkers les ofrece este magnífico ático con terraza y amplia plaza de garaje en finca, ubicado a escasos metros de la Plaza de Alonso Martínez, donde se juntan tres de los barrios más prestigiosos de Madrid; Almagro, Justicia y Trafalgar. Este elegante espacio, con una superficie de 158 metros cuadrados construidos, está para actualizar y actualmente su distribución es bastante moderna. Construido en 1991 y mantenido en condiciones óptimas, ofrece tres amplias habitaciones y dos baños,",https://www.idealista.com/inmueble/108505570/
107568319,Casa o chalet independiente,Avenida del Levante,Bernabéu-Hispanoamérica,Madrid,1.850.000€,4,300,False,"Chalet pareado para reforma en Chamartín Engel & Völkers presenta este chalet pareado, para reformar, con tres plantas construidas en una parcela rectangular de 184 m2, situado en una tranquila colonia histórica de Chamartín. La primera planta, de 75 m2 de superficie, cuenta con tres salones, cocina y baño de cortesía. Sus techos de 3,6 m. de altura ofrecen una gran amplitud. En la segunda planta, de 50 m2 y techos de madera, se encuentran tres dormitorios con armarios empotrados y un baño completo. En la tercera planta, un espacio diáfano",https://www.idealista.com/inmueble/107568319/
103342470,Casa o chalet independiente,Avenida de Fuentelarreina,Ciudad Universitaria,Madrid,2.200.000€,5,510,False,"Chalet Independiente en PUERTA DE HIERRO - FUENTELARREYNA, sobre parcela de 1.280m2. Con una vivienda de 510m2 en 3 plantas de estilo Norte Europeo. La parcela es muy plana y la casa está distribuida de la siguiente manera: Planta 0: Hall de entrada Gran salón en 3 ambientes con chimenea Gran comedor Sala de estar tipo ""TV Room"" Aseo de cortesía Gran Cocina con Office Zona de lavandería Planta 1: 4 grandes dormitorios en suite, cada uno con su baño completo incorporado. El dormitorio principal que es uno de estos 4, tiene un vestidor. Plant",https://www.idealista.com/inmueble/103342470/
108698077,Piso,Calle de Antonio Maura,Jerónimos,Madrid,4.800.000€,4,291,True,"Jerónimos: A ESTRENAR, con TERRAZA y PLAZA de GARAJE, en edificio representativo de la zona. Reformado con calidades premium, este piso con grandes estancias está distribuido de la siguiente manera: Buena zona de recibo Cocina con isla y electrodomésticos MIELE. Comedor Aseo de cortesia. Salón en 3 ambientes Terraza con salón exterior 3 dormitorios para cama de matrimonio, en suite, cada uno con su baño completo. Adicionalmente hay otro dormitorio para cama individual con baño completo, que puede ser de servicio ó de invitados. En Jaime Val",https://www.idealista.com/inmueble/108698077/
106595801,Ático,Calle de Alonso Cano,Nuevos Ministerios-Ríos Rosas,Madrid,855.000€,1,80,False,"Ático con reforma de lujo en Chamberí Engel & Völkers presenta exclusivo ático con reforma integral en altas calidades en una de las zonas más cotizadas de Chamberí. Por su ubicación, este luminoso sexto piso, disfruta de unas privilegiadas vistas despejadas al skyline madrileño. Además, cuenta con una gran oferta cultural y de ocio, ya que se sitúa a poca distancia de museos, teatros, cines y centros culturales, sin olvidar todas las ventajas que ofrecen los exclusivos barrios de Almagro o Ríos Rosas. Este inmueble no solo ofrece una ubicació",https://www.idealista.com/inmueble/106595801/
108911794,Ático,Ciudad Jardín,Ciudad Jardín,Madrid,1.950.000€,2,189,False,"DE SALAS LUXURY HOMES Ref. MAV02855, presenta exclusivo ático de lujo con piscina privada en Ciudad Jardín. MUCHAS DE NUESTRAS PROPIEDADES NO APARECEN EN IDEALISTA. CONSULTE EN NUESTRA PÁGINA WEB DE “De Salas”, PARA VER MÁS VIVIENDAS EN EXCLUSIVA. Cuenta con un diseño único y funcional, disfrutando de una terraza perimetral con piscina privada e impresionantes vistas panorámicas. Goza de una gran privacidad, siendo la luz su principal protagonista, gracias a su diseño de concepto abierto al exterior. En planta principal se encuentra un espec",https://www.idealista.com/inmueble/108911794/
106158684,Piso,Calle del Conde de Peñalver,Goya,Madrid,1.970.000€,3,179,False,"Presentamos esta excelente oportunidad en el prestigioso barrio de Goya, Madrid. Se trata de un piso a reformar en una finca clásica con portero, ubicada en una cuarta planta. La propiedad cuenta con una superficie de 170 m², con espacios amplios y bien distribuidos. El piso dispone de tres habitaciones y dos baños, lo que ofrece un espacio adecuado para familias o para aquellos que deseen personalizar cada ambiente a su gusto. Los cuatro balcones que dan a la calle aportan una gran luminosidad. Situado en una de las zonas más demandadas de",https://www.idealista.com/inmueble/106158684/
103963452,Piso,Avenida del General Perón,Cuatro Caminos,Madrid,2.350.000€,5,360,True,"Walter Haus presenta este excepcional piso exterior, a reformar, y que ocupa una posición privilegiada en la Avenida de General Perón. Ubicado en la sexta planta, este impresionante inmueble ofrece un diseño cuidadosamente distribuido que comprende cinco habitaciones, cuatro baños, una amplia cocina equipada con abundante espacio de almacenamiento, y un inmenso salón independiente que se llena de luz natural. Con varios armarios empotrados, así como plaza de garaje y trastero, esta vivienda asegura un almacenamiento conveniente y práctico para",https://www.idealista.com/inmueble/103963452/
105122568,Piso,Calle de Goya,Goya,Madrid,3.600.000€,5,379,False,"ÚNICA Inmobiliaria ofrece esta espectacular vivienda de 379 m² con reforma de lujo. El portal está protegido y es único en su estructura. En la reforma se han empleado las máximas calidades, además de un diseño genuino, que podemos apreciar en la originalidad de las puertas, interruptores de luz, molduras y otros muchos detalles que dan muestra de la exquisitez con la que se ha decorado. Los 379 m² se han distribuido en amplio hall, salón principal, 5 dormitorios, cocina independiente, salón-estar o comedor, cuatro baños, aseo de cortesía,",https://www.idealista.com/inmueble/105122568/
107795847,Ático,Calle de Dulce Chacón,Virgen del Cortijo - Manoteras,Madrid,1.200.000€,3,218,False,"Ático tríplex de lujo con piscina privada HUSPY presenta este exclusivo ático tríplex de 218 m², diseñado para ofrecer el máximo confort, lujo y funcionalidad. Su distribución en tres plantas permite disfrutar de amplios espacios, terrazas y una espectacular piscina privada con vistas panorámicas. En la planta principal, un elegante hall distribuidor da acceso a un luminoso salón-comedor con salida a una de las terrazas, creando un ambiente acogedor y funcional. La cocina, completamente equipada, cuenta con una zona de lavandería independient",https://www.idealista.com/inmueble/107795847/
,,,,,,,,False,,
108556334,Piso,Calle de Alcántara,Lista,Madrid,999.250€,4,116,False,"Presentamos EN EXCLUSIVA esta interesante vivienda interior de 116 m² construidos, situada en el prestigioso barrio de Lista. Su orientación hacia un amplísimo y cuidado patio de manzana le confiere una notable luminosidad durante todo el día, creando un ambiente tranquilo y acogedor. El piso se distribuye de manera funcional, aprovechando cada espacio para ofrecer el máximo confort. Sus dimensiones y características la convierten en una excelente oportunidad tanto para familias que buscan un nuevo hogar como para inversores que desean una prop",https://www.idealista.com/inmueble/108556334/
108337802,Piso,Calle de Vallehermoso,Arapiles,Madrid,970.000€,3,169,False,"El Barrio de Arapiles al igual que sus barrios vecinos del Distrito Chamberí goza de una envidiable ubicación lo cual te garantiza una excelente comunicación para desplazarte por Madrid. Delimitado por las calles Blasco de Garay, Cea Bermúdez, Bravo Murillo, San Bernardo y la calle Alberto Aguilera. La vida en Arapiles es idónea para los amantes de las actividades al aire libre y los planes de ocio pues cuenta con diversas zonas comerciales, numerosos teatros y cines combinados con otros espacios para el esparcimiento como lo son las zonas dep",https://www.idealista.com/inmueble/108337802/
107636973,Piso,Avenida del General Perón,Cuatro Caminos,Madrid,2.350.000€,5,360,False,"Maravilloso piso al lado del Paseo de la Castellana Engel & Völkers, inmobiliaria de lujo de Madrid, ofrece este maravilloso piso al lado del Paseo de la Castellana, en la Avenida General Perón, en una de las mejores zonas de la capital, rodeada de todo tipo de servicios. El piso se encuentra en una sexta planta con grandes ventanales en el salón comedor lo que aporta gran luminosidad a la vivienda y la posibilidad de volver a recupera la terraza de aproximadamente 10 m2 con estupendas vistas despejadas. En la zona de descanso cuenta con cinco",https://www.idealista.com/inmueble/107636973/
106713206,Casa o chalet independiente,Calle Eibar,El Plantío,Madrid,9.000.000€,9,1.674,False,"Magnífica casa en La Florida - Aravaca Espectacular Chalet Independiente de Diseño Moderno. Ubicado en una de las zonas más exclusivas de Madrid, en el barrio de Aravaca - La Florida. Urbanización privada con seguridad 24 horas, donde se combina lujo, comodidad y unas vistas inigualables al Monte del Pardo, Palacio de la Zarzuela y Sierra de Madrid. Esta vivienda de 1.674 m2 se distribuye en 4 plantas perfectamente diseñadas, dentro de una parcela de 2.869 m2 a la cual se accede desde un vial privado, equipado con garita de control de acceso.",https://www.idealista.com/inmueble/106713206/
107191884,Piso,Calle de la Fuente del Berro,Goya,Madrid,1.520.000€,3,150,False,"Descubre esta espectacular vivienda exterior de 150 m², diseñada para ofrecer el máximo confort y luminosidad gracias a su orientación este. Su distribución fluida y moderna incluye un elegante salón con cocina integrada, tres amplios dormitorios con baño en suite, aseo de cortesía y una práctica zona de lavado. Su diseño contemporáneo y los muebles incluidos permiten disfrutar de esta residencia desde el primer día. Cada estancia ha sido cuidadosamente diseñada para ofrecer una experiencia de vida sofisticada. El salón-comedor, amplio y diáfa",https://www.idealista.com/inmueble/107191884/
108460722,Piso,Calle de Trujillos,Sol,Madrid,750.000€,2,114,False,"En el corazón de Madrid, en la emblemática zona de Sol, se encuentra este magnífico piso de 114 metros cuadrados, una joya de alta gama que combina elegancia y funcionalidad. Ubicado en una finca construida en 1980, este inmueble destaca por su luminosidad y su diseño exterior, que invita a disfrutar de la vida urbana en uno de los barrios más vibrantes de la capital. Situado en la séptima planta de un edificio con ascensor, el piso está diseñado para satisfacer las necesidades más exigentes, ofreciendo dos amplios dormitorios principales y dos",https://www.idealista.com/inmueble/108460722/
106906461,Piso,Goya,Goya,Madrid,1.520.000€,3,141,False,"UNICA INMOBILIARIA les presenta esta espectacular vivienda situada en una tranquila zona del barrio de Goya, a estrenar y con los muebles incluidos para que la puedas disfrutar desde el primer día. Vivienda, exterior, donde podrás disfrutar de una increíble luz todo el día. Orientación este. El inmueble de 141 m², está distribuido en salón con cocina incorporada, tres dormitorios con baño en suite, aseo de cortesía y zona de lavado. Según accedemos a la vivienda nos encontramos con un amplio salón comedor y dos terrazas, con posibilidad de",https://www.idealista.com/inmueble/106906461/
108127673,Ático,Calle de Claudio Coello,Recoletos,Madrid,2.580.000€,2,130,False,"DIZA Consultores les presenta este magnifico ático en la mejor zona del Barrio Salamanca, junto a la calle Serrano. La vivienda se encuentra en la sexta planta de de mediados del siglo XX con una espectacular terraza, reformado con calidades sobresalientes. Cuenta con una superficie de 130 metros cuadrados, de los cuales 10 en terraza, y el inmueble se distribuye de manera funcional y moderna, destacando por su luminosidad y vistas al vibrante centro de la ciudad. En la zona social, encontramos un gran espacio abierto con salón, comedor y c",https://www.idealista.com/inmueble/108127673/
107264664,Ático,Calle Mayor,Sol,Madrid,1.690.000€,2,145,False,"Descubre este exclusivo ático de lujo en pleno corazón de Madrid, concretamente en el emblemático barrio de Sol, una de las zonas más codiciadas de la capital. Con una superficie construida de 145 m², esta vivienda es el epítome de la elegancia y el confort. Su diseño moderno y materiales de alta calidad se combinan con una distribución impecable que incluye dos dormitorios, dos baños y una espectacular terraza orientada al noreste, desde donde podrás disfrutar de vistas privilegiadas a la Puerta del Sol y al majestuoso Palacio Real. El dormit",https://www.idealista.com/inmueble/107264664/
107792540,Dúplex,Calle de Padilla,Lista,Madrid,3.300.000€,4,287,False,"DIZA Consultores presenta ático dúplex con jacuzzi privado en la promoción de obra nueva más deseada del Barrio Salamanca. En la quinta planta de un edificio rehabilitado íntegramente donde únicamente se ha conservado la fachada, se encuentra este luminoso ático dúplex de 267 metros cuadrados con 85 en terraza. La urbanización cuenta con unas zonas comunes excepcionales, con una piscina exterior con zona de solárium, jardín con césped natural, chill out y gimnasio de lujo. La vivienda cuenta en la planta quinta del edificio con una amplia z",https://www.idealista.com/inmueble/107792540/
107445194,Piso,Paseo de La Habana,Bernabéu-Hispanoamérica,Madrid,4.400.000€,4,463,False,"Exclusivo dúplex de 400 m² con jardín y piscina privada en el prestigioso barrio de Hispanoamérica, Madrid. Esta propiedad única se encuentra en un edificio de arquitectura galardonada, con solo 11 viviendas y servicios de lujo como piscina comunitaria, gimnasio y sauna. La vivienda se distribuye en dos plantas y cuenta con acabados de alta gama, tecnología de vanguardia y un diseño que maximiza la luz natural. En la planta baja, un amplio salón con techos de doble altura se abre a una terraza privada de 100 m² con jardín, zona de comedor y pi",https://www.idealista.com/inmueble/107445194/
108535176,Piso,Calle de Castelló,Recoletos,Madrid,3.480.000€,3,228,True,"DIZA Consultores Inmobiliarios les presenta este exclusivo proyecto llave en mano, situado en una de las calles más representativas del barrio de Salamanca, junto a Ortega y Gasset y la plaza del Marqués de Salamanca. La vivienda, ubicada en una quinta planta exterior de una finca moderna de 2003, destaca por su reforma integral de alta gama, con mobiliario e interiorismo incluidos, lista para entrar a vivir. El edificio cuenta con conserje, dos ascensores, trastero y plaza de garaje con acceso directo en la misma finca. Distribuida en 228 m²",https://www.idealista.com/inmueble/108535176/
108699960,Piso,Calle de las Mártires Concepcionistas,Goya,Madrid,2.450.000€,4,181,False,"En una de las calles más exclusivas de Goya, presentamos esta magnífica vivienda de 181 m² situada en un elegante edificio señorial con servicio de portería. La propiedad destaca por su excelente distribución, su luz natural y una reforma de alta calidad pensada para el confort de una familia exigente. Al entrar, un espacioso hall recibe con luz natural gracias a dos amplias aperturas que conectan con un luminoso salón-comedor orientado al este y con salida directa a un balcón. La cocina, independiente y separada mediante una elegante puerta c",https://www.idealista.com/inmueble/108699960/
102711209,Piso,Carrera de San Jerónimo,Sol,Madrid,2.350.000€,4,218,False,"Propiedades con terraza en zona prime de Centro Engel & Völkers presenta estas magníficas propiedades en zona prime de Centro. Se encuentran en un edificio clásico de 1920 rehabilitado íntegramente en el año 2003, para actualizarlo dotándolo de todo tipo de comodidades. Las propiedades han sido completamente reformadas con calidades de lujo, cuidando los más mínimos detalles en sus acabados y diseño y aprovechando al máximo su espacio. Cada una de las dos unidades que la forman cuenta con amplio salón comedor y cocina abierta, dos dormitorios",https://www.idealista.com/inmueble/102711209/
108122019,Piso,Calle de Jorge Manrique,El Viso,Madrid,2.150.000€,1,176,False,"AMBASSADOR ofrece este fantástico bajo con jardín orientado al sur. Situado en la calle Jorge Manrique, una de las mejores zonas de Madrid. Son dos vecinos por planta; total, diez. El edificio cuenta con una pequeña piscina, gimnasio y sala de pimpón. Apartamento de un dormitorio de 150m2 construidos, en los que se incluye el coqueto y cuidado jardín privado. Es de diseño de un exquisito gusto y de inmejorables calidades. (se alquila con muebles en 5.800EUR y sin muebles, 5.000EUR). Distribución: Gran salón comedor con acceso al jardín",https://www.idealista.com/inmueble/108122019/
,,,,,,,,False,,
